caption
머리 빨리 길었으면 좋겠다
수줍어보다.
Normally life time
아련하다. 그저
현대의 사람들은 모두 정신병을 앓고 있고 자신도 모르는 사이에 그렇게 병들어서 죽어간다.정신병을 인지하는 것에서 치료는 시작된다.    
  
Working
여름^^
.작년4월 쯤 이었던 거 같은데머리 많이 길었다Photo by . gomchuno.              
.어제의 핵존맛 횟집고기쟁이♡.           
    
.solo shothappy halloween.                                 
.봄벚꽃커피하늘.                  
.hey sexy babies..                          
        아찌랑 하이파이브했다 ㅋㅋㅋㅋㅋ 악 ㅜㅜ 담엔 꼭 우성오빠 손 잡고 싶어요!!!
.발렌타인데이는 가내수공업이지 ㅋFeat. Momo.             
     씨 봤음   했는데   ㅜㅜ
        
교통사고 조심히세요 ㅡㅡ 운 안좋으면 훅감  
     
   
.모모 애기 때 들고 다녔던이동 가방인데 ㅋㅋㅋ 엉덩이만넣다가 숨숨집 처럼 사용 ㅎㅎ애기 때도 귀여웠던 모모♡.                     
   
    ㅜㅜ
 
.너무 귀여워서 기절토모.                     
     
   
    
.수많은 돌에서 들리는세월의 흔적과쌓여짐..photo by.youngjoo_thunderbv_de_artwork                               
 !
오늘은     룩.
머리 개판 오분 전                          
.우후죽순으로 생긴유동커피.                   
      
.골골송♡♡맨날 무릎 위에 있엉 ㅠㅠ...                       
오늘과 어제의 정 반대..상황ㅜㅜ엉엉              
.Men I Trustso crazy that band music..                           
Twin tail :))
     
.평생 직장 없으니 요새 고민 많은 33세고민만 한다고 되는 건 없으니하나 하나 뭔가를 벼리는 게중요하겠지무기력을 버리자 당장.                            
.당신 얼른 친해지라고!잠만 같이 자지 말고!!ㅜㅜ..                   
.소년민지범 흥해라~.                 
.봄사랑벚꽃맥주.                  
            
.루프엑스분위기 좋고 맛남☆☆.                     
상처 받아도 일어날 수 있는 용기상처 받아도 다시 시작할 용기상처 받지 않게 바뀔 용기나에게는 용기가 필요하다성공을 할 수 있을 용기인생을 위한 용기나를 위한 용기..   를            
.이거리터치 각인가요??..생각보다 빨갛게 안나왔...ㅜㅜ..                               

.남포동과 영도 사이페스티벌.                    
.다들 크리스마스 즐겁게 보냈네영문씨에게 도촬 사진 감사^^.               
   
.sanbu_soundbar ..                           
.결국 극에 달한 스트레스 땜 시로??저 벽지는 살릴 길이 없어서 뜯어 버리고핸디코트 미친 듯이 바름.. ??와..핸디코트도 모잘라고 피곤하고 일이 커져 버렸는걸?!그나저나 카톡 복구는 뭐 물 건너 간 거?????..                                
.살이 다시 찌고 있어 ㅜㅜ 코로나좀 제발.....                             
.나이를 먹을 수록 좀 더 단단한 사람이되기를 바랬고 확실히 정신이 단단해 진 게느껴지는 요즘0 정신은 성숙해지고신체는 어려지길 바라는 나이번 해에는 해낼 수 있겠죠?????..                           
우성오빠에게 전해 졌는지 모르겠지만 잘봤어요!!             
.사람보단 고영희혹시나 했지만 역시나..                               
.광안리 하늘이 다했엉!!떱팔이 핸들 털림 수리하고광안리에서 그리다만과 함께 시간 보내기??greedaman..                           
.몸이 그림판이양??잘 아물고 잘 발색 올라오는 중????kongjoo_art kimvaksa .                            
빛처럼 따스할 줄 알았고영원같았는데노을 같이 영원하지 않고연기처럼 사라지더라 아련하게.
          
              !!!
          
When I had Halloween day         
Have a nice day    
                         
.적RedWarning.                    
          
.여행의 추억거리다하지 못한 이야기그리고 나에게 특별한 당신旅の思い出として?きなかった話0そして私に特別なあなた。..              
             
.드디어 주말 순식간에 지나가겠지????.                              
.졸귀탱모모 토모♡.                     
.어제 생일 축하해주셔서감사해여♡♡♡♡♡헤헤.                    
.눈도 시뻘겋고 다이어트는 물건너....                                
